,job title,company,region,skills required,is remote?,is fresher?
284,Data scientist,Schneider Electric,Bengaluru,,No,NA
285,Data scientist,Anblicks,Hyderabad,Etl,No,No
286,Data scientist,Eclature Technologies,Hyderabad,"Data Mining, Big Data",No,NA
287,Data scientist,Ford Motor Company,Chennai,,No,NA
288,Data scientist,Brave AI Lab,India,"Python, Machine Learning",No,No
289,Data scientist,HP,Bengaluru,Machine Learning,No,NA
290,Data scientist,Bombay Natural History Society,Mumbai,,No,NA
291,Data scientist,Oracle,Bengaluru,,No,NA
292,Data scientist,GSK,Bengaluru,,No,NA
293,Data scientist,Sanofi,Hyderabad,,No,No
294,Data scientist,Accenture,Hyderabad,,No,NA
295,Data scientist,Microsoft,Bengaluru,,No,No
296,Data scientist,GLOBALFOUNDRIES,Bengaluru,Machine Learning,No,NA
297,Data scientist,Splashgain,Pune,,No,NA
298,Data scientist,ASM Technologies,Bengaluru,,No,No
299,Data scientist,RELX,Gurgaon, Sql ,No,NA
300,Data scientist,Bristlecone,Mumbai,,No,NA
301,Data scientist,WIN Home Inspection,Remote in New Delhi,,Yes,Yes
302,Data scientist,BigShyft,Noida,,No,No
303,Data scientist,Ispeck Digital Solutions,Salt Lake,Python,No,No
304,Data scientist,Transorg Analytics,Remote in Gurgaon,Data Mining,Yes,No
305,Data scientist,Riddhi Siddhi Career Point,Noida,Machine Learning,No,NA
306,Data scientist,Innomatics Research Labs,Hyderabad,,No,NA
307,Data scientist,ARMMAN,New Delhi,,No,NA
308,Data scientist,myOnsite Healthcare LLC,Vadodara,,No,NA
309,Data scientist,LNC Enterprises,Gurgaon,"Data Visualization, Stat",No,No
310,Data scientist,Navalt,Kochi,,No,No
311,Data scientist,Risk Management Solutions (RMS),Noida,,No,NA
312,Data scientist,Novartis,Hyderabad District,,No,No
313,Data scientist,Stellar Data Recovery,Gurgaon,Data Structure,No,NA
314,Data scientist,Google,Bengaluru,,No,Yes
315,Data scientist,JPMorgan Chase & Co,Bengaluru,,No,Yes
316,Data scientist,Prepladder,Chandigarh,,No,No
317,Data scientist,Cloud tech Mind Solutions,Chennai,,No,NA
318,Data scientist,GenieTalk,Indore,Python,No,NA
319,Data scientist,MSD,Pune,"Big Data, Stat",No,NA
320,Data scientist,Affine,Bengaluru,,No,No
321,Data scientist,BPrise,Mumbai,"Python, Data Mining",No,No
322,Data scientist,KPMG,Bengaluru,"Big Data, AI",No,NA
323,Data scientist,Tokopedia,Hyderabad,,No,NA
324,Data scientist,Abzooba,Pune,Machine Learning,No,NA
325,Data scientist,Sekel Tech (India),India,Python,No,No
326,Data scientist,Citi,Bengaluru,,No,NA
327,Data scientist,Blue Yonder,Bengaluru,Deep Learning,No,NA
328,Data scientist,Futurism,India,"Data Visualization, Preprocessing",No,NA
329,Data scientist,Novo Nordisk,Bengaluru,,No,No
330,Data scientist,KPI Partners,Hyderabad,"Python, Machine Learning",No,No
331,Data scientist,Mastercard,Gurgaon,Data Mining,No,No
332,Data scientist,Mercedes-Benz Research and Development India...,Bengaluru,,No,Yes
333,Data scientist,Digital Green,Delhi,,No,NA
334,Data scientist,Brandmuscle,Bengaluru,,No,NA
335,Data scientist,Wipro Limited,Bengaluru,Machine Learning,No,NA
336,Data scientist,Veniso Solutions,Hyderabad,Data Visualization,No,NA
337,Data scientist,Siemens Healthineers,Bengaluru,,No,No
338,Data scientist,Gramener,Bengaluru,Preprocessing,No,NA
339,Data scientist,Kwalee,Hybrid remote in Bengaluru,,Yes,NA
340,Data scientist,Citta Solutions,Remote,"Data Structure, Big Data",Yes,No
341,Data scientist,Franklin Templeton Investments,Hyderabad,,No,NA
342,Data scientist,Apptio,Bengaluru,,No,No
343,Data scientist,UniConverge Technologies Pvt. Ltd.,Gautam Budh Nagar,Machine Learning,No,NA
344,Data scientist,WalkingTree Technologies,Agra,,No,NA
345,Data scientist,Data Axle,Pune,Machine Learning,No,No
346,Data scientist,Smart Ship,Pune,,No,NA
347,Data scientist,Aumnux,Kolkata,,No,NA
348,Data scientist,Paladin Cyber,Remote in Bengaluru,,Yes,NA
349,Data scientist,Intuit,Bengaluru,Etl,No,Yes
350,Data scientist,HEAL Software,Bengaluru,,No,No
351,Data scientist,Global Employees,Remote,,Yes,NA
352,Data scientist,Litmus7,Kochi,,No,NA
353,Data scientist,Crypto Mize,Delhi,Data Mining,No,NA
354,Data scientist,METRO Global Solution Center IN,Pune,,No,NA
355,Data scientist,Arsh Biotech,India,,No,NA
356,Data scientist,Surya Systems,Bengaluru,Data Mining,No,No
357,Data scientist,InitiateFirst.,Hyderabad,,No,No
358,Data scientist,Winning Edge,Bengaluru,,No,No
359,Data scientist,NetApp,Bengaluru,,No,No
360,Data scientist,Business Brio,Kolkata,Machine Learning,No,No
361,Data scientist,Spinny,Gurgaon,Data Mining,No,NA
362,Data scientist,groww,Bengaluru,"Machine Learning, Big Data",No,Yes
363,Data scientist,IQVIA,Mumbai,,No,NA
364,Data scientist,BigShyft,Gurgaon,Data Structure,No,NA
365,Data scientist,Maersk,Bengaluru,,No,Yes
366,Data scientist,BIG IT JOBS,India,"Python,  R , Big Data",No,NA
367,Data scientist,BigShyft,Gurgaon,,No,NA
368,Data scientist,BBS,Hybrid remote in Noida,,Yes,NA
369,Data scientist,UnitedHealthcare,Hyderabad,,No,NA
370,Data scientist,Publicis Sapient,Bengaluru,,No,No
371,Data scientist,JPMorgan Chase & Co,Mumbai,,No,NA
372,Data scientist,GUVI GEEK NETWORK PRIVATE LIMITED,Chennai,,No,NA
373,Data scientist,CSC (Corporation Service Company),Bengaluru, Sql ,No,NA
374,Data scientist,Infor,Hyderabad,Stat,No,NA
375,Data scientist,Tiger Analytics,Bengaluru,AI,No,NA
376,Data scientist,QUBIT AI,Hyderabad,,No,NA
377,Data scientist,IQVIA,Bengaluru,,No,NA
378,Data scientist,Havas Group,Mumbai,,No,NA
379,Data scientist,Techneplus,Bengaluru,,No,NA
380,Data scientist,Sanofi,Hyderabad,,No,No
381,Data scientist,Sony Electronics,Bengaluru,,No,No
